UserID,Gender,Age Group, Top 6 most preferred dishes,laksa,Chili Crab,Char Kway Teow,hainanese chicken rice,Sliced Fish Soup,Fish and Chips,Chinese Economy Rice,Japanese Bento,Curry laksa,Yu Sheng,Duck Rice,Fish Head Curry,Bak Kut Teh,Hokkien Mee,Kway Chap,Roti Prata,Black Pepper Crab,Roti John,Cereal Prawn,Beef Kway Teow,Katong laksa,Sambal Stingray,Crab Bee Hoon Soup,Satay,sum
120,Male,15 - 24,"Laksa , Char Kway Teow, Bak Kut Teh, Hokkien Mee, Cereal Prawn, Sambal Stingray",1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,6
121,Male,15 - 24,"Chili Crab, Sliced Fish Soup, Bak Kut Teh, Black Pepper Crab, Crab Bee Hoon Soup, Satay",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,6
122,Male,15 - 24,"Sliced Fish Soup,Curry laksa, Bak Kut Teh, Sambal Stingray, Crab Bee Hoon Soup, Satay",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,6
123,Male,15 - 24,"Laksa , Hainanese Chicken Rice, Japanese Bento, Cereal Prawn, katong laksa, Satay",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6
124,Male,15 - 24,"Hainanese Chicken Rice, Fish and Chips, Bak Kut Teh, Roti Prata, Sambal Stingray, Satay",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,6
125,Female,15 - 24,"Fish and Chips, Chinese Economy Rice, Hokkien Mee, Roti Prata, Sambal Stingray, Crab Bee Hoon Soup",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,6
126,Female,65 and above,"Chili Crab, Japanese Bento,Curry laksa, Duck Rice, Hokkien Mee, Roti Prata",0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6
127,Female,25 - 54,"Laksa , Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Duck Rice, Roti Prata",1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
128,Male,15 - 24,"Chili Crab, Bak Kut Teh, Kway Chap, Cereal Prawn, katong laksa, Sambal Stingray",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,6
129,Female,55 - 64,"Laksa , Char Kway Teow, Hainanese Chicken Rice, Fish Head Curry, Hokkien Mee, Katong laksa ",1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6
130,Female,14 and below,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips, Chinese Economy Rice, Japanese Bento",0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
131,Male,25 - 54,"Sliced Fish Soup, Japanese Bento, Fish Head Curry, Black Pepper Crab, Cereal Prawn, Katong laksa ",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,6
132,Female,65 and above,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Japanese Bento, Kway Chap",0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
133,Female,15 - 24,"Laksa , Hokkien Mee, Black Pepper Crab, Cereal Prawn, Sambal Stingray, Satay",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,6
134,Female,15 - 24,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Hokkien Mee, Roti Prata, Roti John",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6
135,Female,15 - 24,"Char Kway Teow, Fish and Chips, Chinese Economy Rice, Japanese Bento, Hokkien Mee, Beef Kway Teow",0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6
136,Female,15 - 24,"Laksa , Hainanese Chicken Rice, Duck Rice, Hokkien Mee, katong laksa, Crab Bee Hoon Soup",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,6
137,Male,25 - 54,"Laksa , Chili Crab, Hainanese Chicken Rice, Japanese Bento, Fish Head Curry, Black Pepper Crab",1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6
138,Male,65 and above,"Hainanese Chicken Rice, Sliced Fish Soup, Roti Prata, Cereal Prawn, Crab Bee Hoon Soup, Satay",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,6
139,Male,15 - 24,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Hokkien Mee, Cereal Prawn",0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
140,Female,15 - 24,"Char Kway Teow, Bak Kut Teh, Hokkien Mee, Roti Prata, katong laksa, Sambal Stingray",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,6
141,Female,65 and above,"Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Hokkien Mee, Crab Bee Hoon Soup",0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6
142,Female,25 - 54,"Chili Crab, Sliced Fish Soup, Bak Kut Teh, Black Pepper Crab, Cereal Prawn, Sambal Stingray",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,6
143,Female,15 - 24,"Chili Crab, Fish and Chips, Bak Kut Teh, Roti Prata, Cereal Prawn, Sambal Stingray",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6
144,Male,15 - 24,"Chili Crab, Char Kway Teow, Japanese Bento, Fish Head Curry, Hokkien Mee, Sambal Stingray",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,6
145,Male,15 - 24,"Laksa , Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Duck Rice, Bak Kut Teh",1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
146,Female,15 - 24,"Hainanese Chicken Rice, Fish Head Curry, Roti Prata, Black Pepper Crab, Crab Bee Hoon Soup, Satay",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,6
147,Male,15 - 24,"Chili Crab, Fish and Chips, Chinese Economy Rice,Curry laksa, Fish Head Curry, Bak Kut Teh",0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
148,Male,14 and below,"Hainanese Chicken Rice, Fish and Chips, Chinese Economy Rice, Japanese Bento, Roti Prata, Cereal Prawn",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6
149,Female,25 - 54,"Laksa ,Curry laksa, Fish Head Curry, Bak Kut Teh, katong laksa, Crab Bee Hoon Soup",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,6
150,Female,15 - 24,"Sliced Fish Soup, Japanese Bento, Hokkien Mee, Kway Chap, Roti Prata, Cereal Prawn",0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,6
151,Male,15 - 24,"Laksa , Chili Crab,Curry laksa, Fish Head Curry, katong laksa, Sambal Stingray",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6
152,Male,55 - 64,"Chili Crab, Duck Rice, Fish Head Curry, Bak Kut Teh, Hokkien Mee, Black Pepper Crab",0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,6
153,Female,25 - 54,"Laksa , Japanese Bento, Hokkien Mee, Cereal Prawn, Sambal Stingray, Satay",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,6
154,Female,25 - 54,"Laksa , Chili Crab, Char Kway Teow, Sliced Fish Soup,Curry laksa, Fish Head Curry",1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
155,Female,25 - 54,"Sliced Fish Soup,Curry laksa, Duck Rice, Bak Kut Teh, Cereal Prawn, Crab Bee Hoon Soup",0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6
156,Female,14 and below,"Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips, Chinese Economy Rice, Duck Rice, Kway Chap",0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
157,Female,14 and below,"Roti John, Cereal Prawn, katong laksa, Sambal Stingray, Crab Bee Hoon Soup, Satay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,6
158,Male,25 - 54,"Laksa , Chili Crab, Char Kway Teow,Curry laksa, Fish Head Curry, Katong laksa ",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6
159,Male,55 - 64,"Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Bak Kut Teh, Hokkien Mee",0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
160,Male,65 and above,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Kway Chap, Beef Kway Teow",0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6
161,Male,25 - 54,"Laksa , Char Kway Teow, Bak Kut Teh, Hokkien Mee, Black Pepper Crab, Cereal Prawn",1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,6
162,Male,14 and below,"Laksa , Chili Crab, Fish and Chips, Duck Rice, Hokkien Mee, Kway Chap",1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6
163,Female,25 - 54,"Chili Crab, Fish Head Curry, Cereal Prawn, Beef Kway Teow, Crab Bee Hoon Soup, Satay",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,6
164,Female,25 - 54,"Chili Crab, Char Kway Teow, Chinese Economy Rice, Japanese Bento, Duck Rice, Hokkien Mee",0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
165,Female,25 - 54,"Fish and Chips, Roti Prata, Roti John, Beef Kway Teow, Sambal Stingray, Satay",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,6
166,Female,15 - 24,"Sliced Fish Soup, Fish and Chips, Roti Prata, Roti John, katong laksa, Crab Bee Hoon Soup",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6
167,Female,15 - 24,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Hokkien Mee, Katong laksa ",0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
168,Male,15 - 24,"Hainanese Chicken Rice, Chinese Economy Rice, Japanese Bento,Curry laksa, Bak Kut Teh, Hokkien Mee",0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
169,Male,25 - 54,"Hainanese Chicken Rice, Fish and Chips, Roti Prata, Roti John, Sambal Stingray, Satay",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,6
170,Female,15 - 24,"Hainanese Chicken Rice, Fish and Chips,Curry laksa, Bak Kut Teh, Hokkien Mee, Sambal Stingray",0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6
171,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Duck Rice, Roti Prata, Satay",0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6
172,Female,14 and below,"Laksa , Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Kway Chap, Roti Prata",1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
173,Male,14 and below,"Laksa , Char Kway Teow, Fish and Chips, Roti Prata, Cereal Prawn, Satay",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6
174,Female,14 and below,"Laksa , Hainanese Chicken Rice, Fish Head Curry, Hokkien Mee, Roti Prata, Satay",1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,6
175,Male,14 and below,"Laksa , Hainanese Chicken Rice, Fish and Chips, Fish Head Curry, Beef Kway Teow, Sambal Stingray",1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6
176,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Chinese Economy Rice, Japanese Bento, Hokkien Mee, Satay",0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
177,Male,14 and below,"Laksa , Chili Crab, Hainanese Chicken Rice, Fish and Chips, Roti John, Katong laksa ",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
178,Female,14 and below,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Fish Head Curry, Kway Chap, Roti Prata",0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6
179,Male,14 and below,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Fish and Chips, Japanese Bento",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
180,Female,25 - 54,"Yu Sheng, Duck Rice, Bak Kut Teh, Kway Chap, Roti Prata, Sambal Stingray",0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,6
181,Male,55 - 64,"Laksa , Char Kway Teow, Duck Rice, Fish Head Curry, Sambal Stingray, Satay",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,6
182,Female,65 and above,"Sliced Fish Soup, Chinese Economy Rice, Yu Sheng, Bak Kut Teh, Hokkien Mee, Crab Bee Hoon Soup",0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6
183,Female,65 and above,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Crab Bee Hoon Soup",0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
184,Female,65 and above,"Laksa , Sliced Fish Soup, Chinese Economy Rice, Yu Sheng, Bak Kut Teh, Crab Bee Hoon Soup",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
185,Female,65 and above,"Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Yu Sheng, Bak Kut Teh, Crab Bee Hoon Soup",0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
186,Female,65 and above,"Chili Crab, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Kway Chap, Crab Bee Hoon Soup",0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6
187,Female,65 and above,"Laksa , Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Crab Bee Hoon Soup",1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
188,Female,65 and above,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Crab Bee Hoon Soup",0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
189,Female,65 and above,"Laksa , Char Kway Teow, Sliced Fish Soup, Chinese Economy Rice, Cereal Prawn, Crab Bee Hoon Soup",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6
190,Female,65 and above,"Sliced Fish Soup, Chinese Economy Rice, Hokkien Mee, Sambal Stingray, Crab Bee Hoon Soup, Satay",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6
191,Female,65 and above,"Sliced Fish Soup, Chinese Economy Rice, Yu Sheng, Duck Rice, Bak Kut Teh, Crab Bee Hoon Soup",0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6
192,Female,25 - 54,"Sliced Fish Soup,Curry laksa, Yu Sheng, Hokkien Mee, Kway Chap, Cereal Prawn",0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6
193,Male,14 and below,"Fish and Chips, Duck Rice, Bak Kut Teh, Kway Chap, Roti Prata, Cereal Prawn",0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,6
194,Female,25 - 54,"Chili Crab, Duck Rice, Kway Chap, Black Pepper Crab, katong laksa, Sambal Stingray",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,6
195,Male,25 - 54,"Laksa ,Curry laksa, Fish Head Curry, Hokkien Mee, Kway Chap, Sambal Stingray",1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,6
196,Female,25 - 54,"Laksa , Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Yu Sheng, Fish Head Curry",1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
197,Male,25 - 54,"Char Kway Teow, Hainanese Chicken Rice, Chinese Economy Rice, Hokkien Mee, Kway Chap, Roti Prata",0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6
198,Female,25 - 54,"Laksa , Char Kway Teow, Sliced Fish Soup, Japanese Bento, Bak Kut Teh, Beef Kway Teow",1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
199,Female,65 and above,"Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Yu Sheng, Bak Kut Teh, Crab Bee Hoon Soup",0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
200,Female,65 and above,"Laksa , Sliced Fish Soup, Chinese Economy Rice, Hokkien Mee, Crab Bee Hoon Soup, Satay",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6
201,Female,65 and above,"Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Hokkien Mee, Kway Chap, Crab Bee Hoon Soup",0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,6
202,Female,65 and above,"Chili Crab, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, katong laksa, Sambal Stingray",0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6
203,Female,65 and above,"Char Kway Teow, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Kway Chap, Roti Prata",0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6
204,Female,65 and above,"Char Kway Teow, Fish Head Curry, Black Pepper Crab, Roti John, Beef Kway Teow, Satay",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,6
205,Female,65 and above,"Laksa , Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Crab Bee Hoon Soup",1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
206,Female,65 and above,"Laksa , Hainanese Chicken Rice, Sliced Fish Soup, Japanese Bento,Curry laksa, Satay",1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
207,Female,65 and above,"Char Kway Teow, Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Yu Sheng, Crab Bee Hoon Soup",0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
208,Female,65 and above,"Sliced Fish Soup, Yu Sheng, Duck Rice, Bak Kut Teh, Hokkien Mee, Crab Bee Hoon Soup",0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,6
209,Male,55 - 64,"Laksa , Chili Crab, Char Kway Teow, Chinese Economy Rice, Bak Kut Teh, Kway Chap",1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
210,Male,55 - 64,"Chili Crab, Hainanese Chicken Rice, Sliced Fish Soup, Fish Head Curry, Hokkien Mee, Roti Prata",0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6
211,Male,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Roti Prata, Cereal Prawn, Satay",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6
212,Male,14 and below,"Chili Crab, Sliced Fish Soup, Fish and Chips, Japanese Bento, Roti Prata, Satay",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
213,Male,14 and below,"Sliced Fish Soup, Fish and Chips, Japanese Bento,Curry laksa, Hokkien Mee, Roti Prata",0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
214,Male,55 - 64,"Laksa , Hainanese Chicken Rice, Hokkien Mee, Kway Chap, katong laksa, Sambal Stingray",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,6
215,Male,55 - 64,"Laksa , Chili Crab, Japanese Bento, katong laksa, Sambal Stingray, Crab Bee Hoon Soup",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6
216,Male,14 and below,"Laksa , Sliced Fish Soup, Fish and Chips, Japanese Bento, Hokkien Mee, Cereal Prawn",1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
217,Male,14 and below,"Chili Crab, Fish and Chips, Japanese Bento,Curry laksa, Fish Head Curry, Black Pepper Crab",0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6
218,Male,55 - 64,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Black Pepper Crab, katong laksa, Sambal Stingray",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6
219,Male,14 and below,"Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Hokkien Mee, Satay",0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
220,Male,14 and below,"Sliced Fish Soup, Fish and Chips, Japanese Bento,Curry laksa, Bak Kut Teh, Kway Chap",0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
221,Male,55 - 64,"Chili Crab, Hainanese Chicken Rice, Fish and Chips, Black Pepper Crab, Cereal Prawn, Katong laksa ",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6
222,Male,55 - 64,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Yu Sheng, Black Pepper Crab",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
223,Male,14 and below,"Laksa , Japanese Bento,Curry laksa, Fish Head Curry, Bak Kut Teh, Hokkien Mee",1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
224,Male,14 and below,"Sliced Fish Soup, Fish and Chips, Chinese Economy Rice, Japanese Bento, Hokkien Mee, Roti Prata",0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
225,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Hokkien Mee, Kway Chap, Roti Prata",0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6
226,Male,14 and below,"Hainanese Chicken Rice, Sliced Fish Soup, Japanese Bento, Cereal Prawn, Beef Kway Teow, Katong laksa ",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6
227,Male,55 - 64,"Hainanese Chicken Rice, Duck Rice, Black Pepper Crab, Cereal Prawn, Sambal Stingray, Satay",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,6
228,Male,55 - 64,"Char Kway Teow, Sliced Fish Soup, Fish and Chips, Hokkien Mee, katong laksa, Crab Bee Hoon Soup",0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6
229,Male,55 - 64,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Black Pepper Crab, Beef Kway Teow",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
230,Male,14 and below,"Char Kway Teow, Fish and Chips, Roti Prata, Roti John, Sambal Stingray, Satay",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,6
231,Male,14 and below,"Laksa , Char Kway Teow,Curry laksa, Fish Head Curry, Bak Kut Teh, Katong laksa ",1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6
232,Male,55 - 64,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Bak Kut Teh, Hokkien Mee, Beef Kway Teow",0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6
233,Male,14 and below,"Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips, Japanese Bento, Hokkien Mee, Crab Bee Hoon Soup",0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
234,Male,55 - 64,"Chili Crab, Hainanese Chicken Rice, Chinese Economy Rice, Duck Rice, Bak Kut Teh, Black Pepper Crab",0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6
235,Male,55 - 64,"Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips, Fish Head Curry, Hokkien Mee, Sambal Stingray",0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,6
236,Male,14 and below,"Char Kway Teow, Sliced Fish Soup, Japanese Bento, Hokkien Mee, Beef Kway Teow, Sambal Stingray",0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6
237,Male,14 and below,"Laksa , Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Roti Prata, Katong laksa ",1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
238,Male,55 - 64,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Black Pepper Crab, Beef Kway Teow",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
